x,y,z,yaw
21915.3389191973,51753.49692201473,182.9,1.4675685714007978
21915.784411323595,51757.95294178108,182.9,1.47578541608256
21916.2097130824,51762.41026013632,182.9,1.4705306959094804
21916.657915906933,51766.86542444276,182.9,1.4705306959100723
21917.096911870867,51771.320872109776,182.9,1.473879987734931
21917.532505913623,51775.77600842792,182.9,1.4712541396956413
21917.977314725063,51780.22978528175,182.9,1.471254139696262
21918.449524865275,51784.68083470254,182.9,1.4642301405944027
21918.871851996853,51789.136358249925,182.9,1.4828663475600976
21919.344540685866,51793.587741297866,182.9,1.452539278095356
21919.812924329446,51798.03986329045,182.9,1.476938472912858
21920.291984966054,51802.49135101698,182.9,1.4522423241336133
21920.734420245524,51806.94619116344,182.9,1.4759324406766217
21921.185305816547,51811.400368213195,182.9,1.4564243453704186
21921.63922402139,51815.85430602744,182.9,1.4933018885751779
21922.074621338146,51820.3098701892,182.9,1.4503449047140748
21922.535226411354,51824.76321466863,182.9,1.490833980884846
21923.005593034322,51829.215677911576,182.9,1.4614410365570796
21923.496957676165,51833.66625970461,182.9,1.4603373675335956
21923.960123395267,51838.11927713085,182.9,1.4697370716940197
21924.383901067973,51842.5757119265,182.9,1.4659584929023446
21924.871947227366,51847.02643547926,182.9,1.4527474676358976
21925.379423999348,51851.47538834166,182.9,1.4768432405987704
21925.794743859104,51855.93239354057,182.9,1.480160487142546
21926.247454276963,51860.38604415082,182.9,1.4581778039399946
21926.74047077309,51864.836085291376,182.9,1.4573321110931003
21927.197239028224,51869.28925319619,182.9,1.4773621877008016
21927.620097040497,51873.745361572895,182.9,1.4758114161066689
21928.053999032993,51878.200494513614,182.9,1.473194252497208
21928.481361014143,51882.65626119316,182.9,1.475907704808357
21928.892813867034,51887.113563500374,182.9,1.480305988521308
21929.31372914774,51891.57018653887,182.9,1.4727829086617652
21929.743930919678,51896.026121482326,182.9,1.4784105603424973
21930.159797613884,51900.48335526175,182.9,1.47441645677171
21930.588028634935,51904.93944045912,182.9,1.4889826712333323
21930.953854638396,51909.4009135574,182.9,1.479555094682315
21931.423376047387,51913.853160722516,182.9,1.463999389237287
21931.824893346904,51918.31131685596,182.9,1.4839192034660478
21932.20437237825,51922.77138975086,182.9,1.4864547909626666
21932.6551720202,51927.22520080395,182.9,1.4645262625026307
21933.092518199337,51931.6802157672,182.9,1.4765000362767584
21933.521761120355,51936.13596235655,182.9,1.4733641049365713
21933.92838369754,51940.593709953864,182.9,1.4915528597663494
21934.29755892458,51945.05475784837,182.9,1.4686419777030915
21934.754081738654,51949.50815308742,182.9,1.471606245585824
21935.17895555648,51953.96433682248,182.9,1.4762555073861638
21935.58443440119,51958.422231878656,182.9,1.4814880932811856
21935.966924955505,51962.8821520509,182.9,1.4884314405536636
21936.35587043663,51967.34151276587,182.9,1.473608288782366
21936.790036775747,51971.79691112418,182.9,1.4748600720298068
21937.21883293073,51976.25278481979,182.9,1.4748600720310763
21937.627650826376,51980.71041485135,182.9,1.481010654002573
21938.035851887824,51985.16810126646,182.9,1.4772477375219168
21938.450146106923,51989.62525412631,182.9,1.4876716813822468
21938.82181289123,51994.08614958916,182.9,1.4876716813847328
21939.196720065007,51998.54676083442,182.9,1.486689709571073
21939.560489950527,52003.00834947742,182.9,1.4937124605510619
